NTLA,BUY,1824348099,Cancelled,1824348100,Cancelled,1824348101,Cancelled
NTLA,SELL,1824348102,Cancelled,1824348103,Cancelled,1824348104,Cancelled
QLGN,BUY,1824348105,Cancelled,1824348106,Cancelled,1824348107,Cancelled
QLGN,SELL,1824348108,Cancelled,1824348109,Cancelled,1824348110,Cancelled
QS,BUY,1824348111,Cancelled,1824348112,Cancelled,1824348113,Cancelled
QS,SELL,1824348114,Filled,1824348115,Cancelled,1824348116,Cancelled
CLSK,BUY,1824348123,Cancelled,1824348124,Cancelled,1824348125,Cancelled
CLSK,SELL,1824348126,Cancelled,1824348127,Cancelled,1824348128,Cancelled
KYTX,BUY,1824348117,Cancelled,1824348118,Cancelled,1824348119,Cancelled
KYTX,SELL,1824348120,Filled,1824348121,Cancelled,1824348122,Cancelled
CAMT,BUY,1824348129,Cancelled,1824348130,Cancelled,1824348131,Cancelled
CAMT,SELL,1824348132,Cancelled,1824348133,Cancelled,1824348134,Cancelled
ABAT,BUY,1824348135,Cancelled,,,1824348136,Cancelled
TIC,BUY,1824348137,Cancelled,,,1824348138,Cancelled
FORM,BUY,1824348139,Cancelled,,,1824348140,Cancelled
OUST,BUY,1824348141,Cancelled,,,1824348142,Cancelled
SKE,SELL,1824348145,Filled,,,1824348146,Cancelled
BAP,SELL,1824348147,Cancelled,,,1824348148,Cancelled
CSIQ,SELL,1824348143,Cancelled,,,1824348144,Cancelled
NIQ,SELL,1824348149,Cancelled,,,1824348150,Cancelled
SMTC,SELL,1824348151,Cancelled,,,1824348152,Cancelled
CDLX,SELL,1824348153,Cancelled,,,1824348154,Cancelled
CRWD,SELL,1824348157,Cancelled,,,1824348158,Cancelled
RGTI,SELL,7742,,,,7743,
SRTA,SELL,1824348159,Cancelled,,,1824348160,Cancelled
REPL,BUY,1824348165,Cancelled,,,1824348166,Cancelled
BNC,BUY,1824348167,Cancelled,,,1824348168,Cancelled
YPF,BUY,1824348161,Filled,,,1824348162,Cancelled
FDS,BUY,1824348163,Filled,,,1824348164,Cancelled
